,longitude,latitude,price_sqm,living_area_sqm,price,cluster
221,25.13948889617461,60.58630329999999,"[4947, 3967, 4389, 5404]","[56.0, 99.5, 99.5, 99.5]","[277032.0, 394716.5, 436705.5, 537698.0]",10
222,25.139508430394002,60.5968132,"[6066, 5844, 3785, 3901, 6423, 5642]","[26.0, 26.1, 51.7, 51.7, 26.1, 34.7]","[157716.0, 152528.4, 195684.5, 201681.7, 167640.30000000002, 195777.40000000002]",11
223,25.1395219209797,60.59355425,[4451],[65.0],[289315.0],2
224,25.1395304,60.58149329999999,"[4857, 4684, 5412, 5197, 4928, 4964, 5072, 5451, 4706]","[59.5, 115.5, 52.0, 52.0, 88.0, 61.5, 56.5, 52.0, 32.0]","[288991.5, 541002.0, 281424.0, 270244.0, 433664.0, 305286.0, 286568.0, 283452.0, 150592.0]",5
225,25.139543761711696,60.5796836,"[3931, 5368, 3487, 5276, 3837, 5383, 4044]","[68.5, 35.5, 61.0, 37.5, 60.5, 37.5, 75.5]","[269273.5, 190564.0, 212707.0, 197850.0, 232138.5, 201862.5, 305322.0]",1
226,25.139558300000004,60.587356400000004,"[4113, 3933, 4627, 5071]","[83.5, 65.0, 123.5, 55.5]","[343435.5, 255645.0, 571434.5, 281440.5]",3
227,25.139702187823897,60.5812176,"[5093, 5407, 5271]","[80.0, 136.5, 94.0]","[407440.0, 738055.5, 495474.0]",0
228,25.1398224,60.59252515,[4997],[41.0],[204877.0],1
229,25.1398257,60.5917701,"[5077, 4608, 7583]","[60.5, 43.0, 25.0]","[307158.5, 198144.0, 189575.0]",1
230,25.139939502417107,60.59408065,[5061],[61.0],[308721.0],5
231,25.1399771750168,60.5805934,"[4660, 3396, 4435, 4286, 4057, 5307, 4356, 3683, 3994, 4572]","[43.5, 43.5, 56.5, 87.5, 87.5, 30.5, 30.5, 43.5, 74.0, 87.5]","[202710.0, 147726.0, 250577.5, 375025.0, 354987.5, 161863.5, 132858.0, 160210.5, 295556.0, 400050.0]",0
232,25.140184190293105,60.59318825,"[4788, 5342, 3503, 3722, 5408, 3283, 4635]","[70.5, 50.0, 50.0, 57.0, 49.0, 43.0, 57.5]","[337554.0, 267100.0, 175150.0, 212154.0, 264992.0, 141169.0, 266512.5]",1
233,25.140335119654498,60.57996205,"[4643, 6799, 5195, 4802]","[128.0, 128.0, 97.0, 64.5]","[594304.0, 870272.0, 503915.0, 309729.0]",0
234,25.1404834359222,60.58631529999999,"[4709, 4992, 4434, 4725, 4591, 4669, 4990]","[110.5, 53.0, 94.5, 88.5, 110.5, 107.5, 59.0]","[520344.5, 264576.0, 419013.0, 418162.5, 507305.5, 501917.5, 294410.0]",10
235,25.1405044587758,60.58143125,"[3938, 3961, 4514, 3988]","[80.5, 63.5, 52.5, 80.5]","[317009.0, 251523.5, 236985.0, 321034.0]",2
236,25.140521850000006,60.59650375,"[4819, 4640]","[48.1, 71.5]","[231793.9, 331760.0]",2
237,25.1405359596062,60.59245385,[4781],[47.0],[224707.0],1
238,25.140810258358,60.59404215,"[4681, 4181, 4204]","[39.0, 53.0, 82.0]","[182559.0, 221593.0, 344728.0]",4
239,25.140815102643103,60.59469670000001,[4122],[150.0],[618300.0],0
240,25.1409039781509,60.59311155,[4769],[45.5],[216989.5],1
241,25.1409874395441,60.5918963,"[5781, 5848, 4623, 5529, 5855, 5507]","[117.5, 44.0, 50.0, 44.0, 29.5, 44.0]","[679267.5, 257312.0, 231150.0, 243276.0, 172722.5, 242308.0]",0
242,25.14121825,60.5948625,"[3105, 3617, 3533, 3332, 5150, 4998, 5688]","[79.5, 57.0, 79.5, 79.5, 27.5, 27.5, 27.5]","[246847.5, 206169.0, 280873.5, 264894.0, 141625.0, 137445.0, 156420.0]",1
243,25.141437547357803,60.5931563,"[4026, 3346, 3491, 3097, 4650, 4143]","[38.5, 69.0, 69.0, 87.0, 69.0, 87.0]","[155001.0, 230874.0, 240879.0, 269439.0, 320850.0, 360441.0]",4
244,25.14153825,60.59413025,[3855],[52.0],[200460.0],1
245,25.1415659510475,60.59513570000001,"[6143, 3504, 4576]","[30.0, 66.5, 30.0]","[184290.0, 233016.0, 137280.0]",1
246,25.1416607111364,60.58578395,[7162],[53.0],[379586.0],0
247,25.1417912877991,60.592174,"[3413, 3603, 3583, 3132, 4073, 4143]","[50.0, 50.0, 50.0, 88.0, 50.0, 50.0]","[170650.0, 180150.0, 179150.0, 275616.0, 203650.0, 207150.0]",1
248,25.1419690298602,60.58482795,"[5025, 4997, 4204, 5058, 5084, 5285]","[84.5, 102.5, 82.0, 82.0, 85.0, 84.5]","[424612.5, 512192.5, 344728.0, 414756.0, 432140.0, 446582.5]",0
249,25.142009970786,60.59463255,"[5674, 6796, 3971]","[24.5, 24.5, 99.0]","[139013.0, 166502.0, 393129.0]",1
250,25.1420222593192,60.58447365,[5482],[112.0],[613984.0],0
251,25.1421005114994,60.5955333,[3329],[43.0],[143147.0],8
252,25.1421669,60.5801416,"[6416, 6688, 9092, 9356]","[108.0, 110.0, 49.5, 70.5]","[692928.0, 735680.0, 450054.0, 659598.0]",0
253,25.1422710697517,60.59387935,"[4610, 4691, 3704]","[37.5, 73.0, 142.5]","[172875.0, 342443.0, 527820.0]",0
254,25.142363146977,60.5932369,"[3149, 4399, 5681, 6379]","[39.0, 39.0, 39.0, 27.5]","[122811.0, 171561.0, 221559.0, 175422.5]",1
255,25.142370229720804,60.59248205,"[3883, 3559, 4069, 3998]","[86.5, 86.5, 68.0, 86.5]","[335879.5, 307853.5, 276692.0, 345827.0]",0
256,25.142393186603197,60.59165685,"[4636, 5684, 5738, 3292, 3844, 5681]","[67.0, 37.0, 37.0, 67.0, 67.0, 26.0]","[310612.0, 210308.0, 212306.0, 220564.0, 257548.0, 147706.0]",1
257,25.142483729176,60.58032705,"[6675, 8032, 7810]","[79.0, 58.5, 64.5]","[527325.0, 469872.0, 503745.0]",12
258,25.1425212417274,60.5948517,"[6431, 4716]","[26.0, 75.0]","[167206.0, 353700.0]",4
259,25.142529604118,60.5941714,[4507],[66.0],[297462.0],2
260,25.1426402619002,60.5837324,"[6534, 6562]","[46.0, 93.0]","[300564.0, 610266.0]",0
261,25.142733645861696,60.59290585,"[3652, 4000]","[62.0, 63.0]","[226424.0, 252000.0]",1
262,25.1427748314044,60.5919787,"[4084, 4143]","[42.5, 85.0]","[173570.0, 352155.0]",4
263,25.1428413433402,60.59513975,"[4120, 5419]","[44.0, 38.0]","[181280.0, 205922.0]",1
264,25.1429169,60.5844225,"[5870, 5143, 7549]","[66.0, 80.0, 103.5]","[387420.0, 411440.0, 781321.5]",0
265,25.1429350197475,60.58012195,"[6439, 7102, 7256, 7050]","[79.5, 73.5, 79.5, 64.5]","[511900.5, 521997.0, 576852.0, 454725.0]",12
266,25.1432039878195,60.59161635,[6328],[135.0],[854280.0],0
267,25.1433284930409,60.59377025,[3972],[73.0],[289956.0],2
268,25.143385187308894,60.59511995,[4000],[105.0],[420000.0],0
269,25.143645686093997,60.5797292,"[7536, 4932, 8940]","[112.0, 190.0, 147.5]","[844032.0, 937080.0, 1318650.0]",0
270,25.1438571031666,60.59402070000001,"[5643, 3609]","[28.0, 58.0]","[158004.0, 209322.0]",1
271,25.143990599432,60.59110495,[4062],[62.0],[251844.0],4
272,25.14408,60.58088829999999,"[5650, 6866, 7081, 7987]","[114.5, 83.0, 81.0, 45.0]","[646925.0, 569878.0, 573561.0, 359415.0]",0
273,25.144145174298806,60.59577679999999,[5256],[71.0],[373176.0],0
274,25.144233459790893,60.59430355,"[3383, 5601, 2765]","[50.0, 24.0, 74.0]","[169150.0, 134424.0, 204610.0]",1
275,25.1445013019903,60.58053745,"[7511, 8324, 7569]","[81.5, 63.5, 98.5]","[612146.5, 528574.0, 745546.5]",0
276,25.144586133289103,60.5904958,"[5181, 5810, 6095]","[70.5, 54.0, 31.5]","[365260.5, 313740.0, 191992.5]",2
277,25.144589352924505,60.59183829999999,"[3881, 4393]","[78.1, 78.1]","[303106.1, 343093.3]",5
278,25.144932950050602,60.5913832,[4528],[52.0],[235456.0],1
279,25.1452050043909,60.59242145,[4068],[67.0],[272556.0],2
280,25.1452643535763,60.5953871,"[4355, 4173]","[82.5, 82.5]","[359287.5, 344272.5]",6
281,25.145367922108306,60.591547,"[4579, 4587]","[55.0, 81.0]","[251845.0, 371547.0]",5
282,25.145484479400807,60.59281170000001,"[5152, 6066, 6143, 6374]","[60.0, 26.0, 26.0, 26.0]","[309120.0, 157716.0, 159718.0, 165724.0]",1
283,25.1455227929004,60.591964000000004,[4375],[64.5],[282187.5],2
284,25.1455439888506,60.5939188,[4929],[65.5],[322849.5],5
285,25.1457344613734,60.59464815,"[6807, 8252]","[137.0, 50.5]","[932559.0, 416726.0]",0
286,25.1457923277454,60.59512255,"[5462, 4480, 4354]","[34.5, 87.5, 71.0]","[188439.0, 392000.0, 309134.0]",2
287,25.146150205441106,60.59304405,[3038],[95.0],[288610.0],2
288,25.146170582728,60.5906568,[6713],[36.0],[241668.0],1
289,25.1463409690947,60.59261815,"[5681, 4043, 6181, 6008, 4090, 6220]","[26.0, 50.0, 26.0, 26.0, 47.0, 26.0]","[147706.0, 202150.0, 160706.0, 156208.0, 192230.0, 161720.0]",1
290,25.1463717,60.5933835,[3587],[45.0],[161415.0],1
291,25.1464117692478,60.59215585,"[4301, 5038, 6058, 5248, 5017, 2904, 6448]","[47.5, 47.5, 29.5, 47.5, 47.5, 58.5, 47.5]","[204297.5, 239305.0, 178711.0, 249280.0, 238307.5, 169884.0, 306280.0]",1
292,25.146444388296104,60.5916241,"[3204, 3565, 6303]","[73.5, 73.5, 25.0]","[235494.0, 262027.5, 157575.0]",1
293,25.146484259868803,60.5913083,"[4313, 5202]","[88.0, 51.0]","[379544.0, 265302.0]",5
294,25.1471013959949,60.59381379999999,"[5243, 7343, 6143, 6750, 7612, 5788, 7760]","[90.5, 106.0, 101.5, 58.5, 40.5, 105.5, 40.5]","[474491.5, 778358.0, 623514.5, 394875.0, 308286.0, 610634.0, 314280.0]",12
